,pick_order,hero_code,attack_damage,receive_damage,recovery,mvp_point,artifact,equip,respawn,mvp,kill_count,position,grade,awaken_grade,attribute_cd,level,job_cd,is_win,first_pick,ban
13463,4.0,c1142,17366.0,18145.01,0.0,60524.0,efr17,"['set_penetrate', 'set_speed']",0.0,0.0,0.0,3.0,6.0,6.0,fire,5.0,ranger,2,0.0,0.0
13464,5.0,c2050,23999.0,14197.22,0.0,179181.0,efm03,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,3.0,4.0,6.0,6.0,dark,60.0,mage,2,0.0,0.0
13465,1.0,c4004,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,1,1.0,1.0
13466,2.0,c2022,694.0,32784.62,13988.0,51108.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13467,3.0,c1159,1377.0,107713.27,0.0,109090.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
13468,4.0,c2109,25343.0,101016.95,9321.0,150247.0,efk02,"['set_counter', 'set_immune']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13469,5.0,c2103,11475.0,32118.34,10324.0,279487.0,efa02,"['set_speed', 'set_penetrate']",6.0,1.0,2.0,4.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
13470,1.0,c2016,16436.0,19765.26,667.0,39664.0,efk02,"['set_vampire', 'set_torrent']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
13471,2.0,c2008,0.0,14628.1,0.0,28606.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13472,3.0,c2073,0.0,8848.46,0.0,31214.0,ef505,"['set_speed', 'set_penetrate']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13473,4.0,c5082,2105.0,0.0,7443.0,59872.0,efh14,"['set_speed', 'set_res']",0.0,1.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13474,5.0,c2071,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,warrior,1,0.0,1.0
13475,1.0,c4004,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,2,1.0,1.0
13476,2.0,c1159,611.0,17208.29,0.0,17819.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13477,3.0,c6062,0.0,10571.94,0.0,35335.0,efm11,"['set_speed', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,mage,2,0.0,0.0
13478,4.0,c2103,5952.0,11679.77,1041.0,59945.0,efa02,"['set_speed', 'set_penetrate']",0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
13479,5.0,c2109,2948.0,18774.39,0.0,32728.0,efk02,"['set_counter', 'set_immune']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13480,1.0,c2070,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,1,1.0,1.0
13481,2.0,c1159,1334.0,39981.31,0.0,54570.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
13482,3.0,c2101,9659.0,27129.63,0.0,109694.0,ef501,"['set_speed', 'set_cri']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13483,4.0,c2079,63635.0,32979.8,0.0,262310.0,efw31,"['set_cri_dmg', 'set_torrent']",0.0,1.0,3.0,3.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
13484,5.0,c5089,27090.0,18299.07,819.0,158881.0,efa02,"['set_speed', 'set_torrent']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
13485,1.0,c4004,0.0,112444.36,11095.0,165317.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13486,2.0,c6062,326.0,83776.19,0.0,237288.0,efm11,"['set_speed', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,mage,2,0.0,0.0
13487,3.0,c2071,27041.0,111809.05,7303.0,280771.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,1.0,3.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13488,4.0,c1132,8815.0,90746.09,10843.0,249664.0,efh06,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
13489,5.0,c2103,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,assassin,2,0.0,1.0
13490,1.0,c1159,0.0,0.0,0.0,23834.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
13491,2.0,c2101,19765.0,0.0,0.0,34065.0,ef501,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13492,3.0,c1141,9374.0,0.0,0.0,40358.0,efr22,"['set_speed', 'set_acc']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,ranger,1,0.0,0.0
13493,4.0,c1147,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,mage,1,0.0,1.0
13494,5.0,c1111,30447.0,0.0,0.0,56664.0,efm03,"['set_cri', 'set_speed']",0.0,1.0,1.0,4.0,6.0,6.0,ice,60.0,mage,1,0.0,0.0
13495,1.0,c2008,0.0,108297.42,2319.0,156003.0,efk03,"['set_shield', 'set_immune']",0.0,1.0,0.0,1.0,6.0,6.0,light,50.0,knight,2,1.0,0.0
13496,2.0,c1132,0.0,47525.78,0.0,47525.0,efh06,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
13497,3.0,c1144,0.0,37123.59,116.0,46317.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
13498,4.0,c2050,0.0,31549.62,0.0,31549.0,efm03,"['set_speed', 'set_cri']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,mage,2,0.0,0.0
13499,5.0,c1089,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,fire,60.0,knight,2,0.0,1.0
13500,1.0,c6037,2397.0,65068.13,13529.0,80994.0,efh12,"['set_immune', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,manauser,2,1.0,0.0
13501,2.0,c2101,4392.0,74153.18,0.0,78545.0,ef501,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13502,3.0,c2109,60526.0,55259.3,2725.0,118510.0,efk02,"['set_immune', 'set_counter']",0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13503,4.0,c2110,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,ranger,2,0.0,1.0
13504,5.0,c2079,22678.0,75251.45,1570.0,99500.0,efw11,"['set_vampire', 'set_torrent']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
13505,1.0,c4004,9806.0,153221.45,64845.0,227873.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13506,2.0,c2022,3050.0,95126.78,19975.0,118151.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13507,3.0,c6062,5248.0,42358.79,0.0,47606.0,efm11,"['set_speed', 'set_immune']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13508,4.0,c2071,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,warrior,1,0.0,1.0
13509,5.0,c2103,62127.0,22435.56,4782.0,475725.0,efa02,"['set_speed', 'set_penetrate']",0.0,1.0,4.0,4.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
13510,1.0,c1159,0.0,53433.4,0.0,158481.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,1.0,0.0
13511,2.0,c2070,29433.0,70248.83,26316.0,427136.0,efk09,"['set_speed', 'set_res']",0.0,1.0,1.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13512,3.0,c2109,63482.0,61148.15,15765.0,241942.0,efk02,"['set_counter', 'set_penetrate']",0.0,0.0,1.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13513,4.0,c1151,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,fire,60.0,ranger,2,0.0,1.0
13514,5.0,c4144,6234.0,22900.78,1198.0,40838.0,efa03,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
13515,1.0,c4004,3443.0,173087.54,36823.0,374239.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13516,2.0,c2022,0.0,45520.26,49935.0,146721.0,efh14,"['set_speed', 'set_res']",1.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13517,3.0,c2071,68066.0,78543.88,7516.0,449083.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,2.0,4.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13518,4.0,c1144,7184.0,63163.59,0.0,102524.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,warrior,1,0.0,0.0
13519,5.0,c2074,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,assassin,1,0.0,1.0
13520,1.0,c5001,2905.0,110474.4,0.0,162860.0,efk03,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,fire,60.0,knight,1,0.0,0.0
13521,2.0,c2022,551.0,27340.43,18523.0,104142.0,efh14,"['set_def', 'set_speed']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13522,3.0,c1147,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,mage,1,0.0,1.0
13523,4.0,c2101,4828.0,36004.38,0.0,172781.0,ef501,"['set_speed', 'set_cri']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13524,5.0,c5149,20017.0,32663.77,21586.0,195220.0,efw32,"['set_speed', 'set_res']",0.0,1.0,1.0,4.0,6.0,6.0,ice,60.0,warrior,1,0.0,0.0
13525,1.0,c4004,1979.0,14109.3,24220.0,90410.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,1.0,0.0
13526,2.0,c1144,5719.0,11954.91,0.0,27694.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
13527,3.0,c2071,27731.0,6444.86,0.0,39186.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13528,4.0,c2109,12954.0,61894.32,0.0,94889.0,efk02,"['set_counter', 'set_immune']",0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13529,5.0,c1116,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,manauser,2,0.0,1.0
13530,1.0,c4123,822.0,71306.13,6111.0,181994.0,efk04,"['set_res', 'set_res', 'set_res']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,knight,1,0.0,0.0
13531,2.0,c2109,20794.0,62423.27,4647.0,231145.0,efk02,"['set_penetrate', 'set_counter']",0.0,0.0,1.0,2.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13532,3.0,c2079,128554.0,149766.25,15495.0,955870.0,efw31,"['set_cri_dmg', 'set_def']",0.0,1.0,4.0,4.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
13533,4.0,c2046,2878.0,31272.0,0.0,286125.0,efr13,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,ranger,1,0.0,0.0
13534,5.0,c1102,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,1,0.0,1.0
13535,1.0,c4004,957.0,152455.64,19198.0,347416.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,1.0,0.0
13536,2.0,c2022,0.0,133760.09,56209.0,214820.0,efh14,"['set_speed', 'set_res']",1.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
13537,3.0,c2071,42562.0,128619.18,8806.0,391211.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,1.0,3.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13538,4.0,c2047,25446.0,149080.11,8264.0,372163.0,ef501,"['set_vampire', 'set_penetrate']",0.0,0.0,1.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13539,5.0,c1131,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,knight,2,0.0,1.0
13540,1.0,c1159,3808.0,96444.51,0.0,107620.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13541,2.0,c1126,7234.0,4534.05,0.0,122287.0,efr13,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,ice,60.0,ranger,2,0.0,0.0
13542,3.0,c2109,45718.0,85650.42,12936.0,306400.0,efk02,"['set_immune', 'set_counter']",0.0,1.0,2.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13543,4.0,c2008,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,2,0.0,1.0
13544,5.0,c4144,57393.0,46283.64,8397.0,130494.0,efa15,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
13545,1.0,c4004,5051.0,186650.11,25870.0,277380.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,1.0,0.0
13546,2.0,c2022,0.0,29957.71,48573.0,84512.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13547,3.0,c1132,9163.0,145506.88,17628.0,267993.0,efh06,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13548,4.0,c2071,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,warrior,1,0.0,1.0
13549,5.0,c2047,65742.0,53067.78,10880.0,512468.0,ef501,"['set_vampire', 'set_penetrate']",0.0,1.0,3.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13550,1.0,c2046,3587.0,19145.79,0.0,80510.0,efr13,"['set_acc', 'set_speed']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,ranger,2,0.0,0.0
13551,2.0,c1150,2166.0,7881.51,0.0,34375.0,efr13,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,fire,60.0,ranger,2,0.0,0.0
13552,3.0,c1159,2859.0,42355.51,0.0,51296.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13553,4.0,c1014,5819.0,17551.26,0.0,35534.0,efa02,"['set_speed', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,assassin,2,0.0,0.0
13554,5.0,c2080,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,ranger,2,0.0,1.0
13555,1.0,c2008,0.0,16620.19,2527.0,40780.0,efk03,"['set_shield', 'set_immune']",0.0,0.0,0.0,1.0,6.0,6.0,light,50.0,knight,1,1.0,0.0
13556,2.0,c6062,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,mage,1,0.0,1.0
13557,3.0,c1137,10278.0,33372.64,0.0,50861.0,efk19,"['set_counter', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,ice,60.0,knight,1,0.0,0.0
13558,4.0,c2050,12809.0,0.0,0.0,44056.0,efm03,"['set_speed', 'set_cri']",0.0,0.0,1.0,4.0,6.0,6.0,dark,60.0,mage,1,0.0,0.0
13559,5.0,c1117,15285.0,26857.3,2432.0,77023.0,efk09,"['set_max_hp', 'set_scar']",0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13560,1.0,c1159,2377.0,65257.65,0.0,77457.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
13561,2.0,c2101,31603.0,4055.46,1404.0,115641.0,efw11,"['set_speed', 'set_cri']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13562,3.0,c2008,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,1,0.0,1.0
13563,4.0,c2099,38630.0,17798.06,0.0,153014.0,efm03,"['set_speed', 'set_cri']",0.0,1.0,1.0,3.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13564,5.0,c1148,2581.0,0.0,0.0,32048.0,efa24,"['set_res', 'set_counter']",0.0,0.0,0.0,4.0,6.0,6.0,ice,60.0,assassin,1,0.0,0.0
13565,1.0,c4004,5575.0,44073.79,21770.0,184486.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13566,2.0,c2022,0.0,24863.51,39336.0,78506.0,efh14,"['set_speed', 'set_res']",1.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
13567,3.0,c1144,6500.0,56164.91,0.0,85278.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
13568,4.0,c2071,19904.0,134658.28,21044.0,307518.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,1.0,2.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13569,5.0,c2103,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,assassin,2,0.0,1.0
13570,1.0,c1159,2518.0,101509.43,0.0,143155.0,efw35,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13571,2.0,c2109,42933.0,24138.07,0.0,93156.0,efk02,"['set_counter', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13572,3.0,c2008,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,2,0.0,1.0
13573,4.0,c2024,25630.0,19710.11,102.0,175867.0,efr13,"['set_immune', 'set_speed']",0.0,0.0,1.0,3.0,6.0,6.0,dark,60.0,ranger,2,0.0,0.0
13574,5.0,c4144,59328.0,42043.29,8151.0,285597.0,efa20,"['set_cri_dmg', 'set_penetrate']",0.0,1.0,2.0,4.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
13575,1.0,c4004,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,1,1.0,1.0
13576,2.0,c1144,2472.0,87077.0,264.0,112135.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,warrior,1,0.0,0.0
13577,3.0,c2022,528.0,100984.24,53526.0,166199.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
13578,4.0,c2071,62909.0,175677.98,31370.0,749889.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,4.0,4.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13579,5.0,c2103,8550.0,31341.34,3361.0,210670.0,efa02,"['set_speed', 'set_penetrate']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
13580,1.0,c2050,6076.0,12097.26,0.0,94633.0,efm03,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,1.0,1.0,6.0,6.0,dark,60.0,mage,1,0.0,0.0
13581,2.0,c6062,1716.0,13297.66,0.0,200702.0,efm03,"['set_speed', 'set_acc']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13582,3.0,c2101,20424.0,49012.73,0.0,255125.0,ef501,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13583,4.0,c2046,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,ranger,1,0.0,1.0
13584,5.0,c2079,60881.0,109567.1,0.0,279676.0,ef504,"['set_cri_dmg', 'set_def']",0.0,1.0,1.0,4.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
13585,1.0,c2008,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,50.0,knight,2,1.0,1.0
13586,2.0,c1159,1356.0,95918.58,0.0,128204.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13587,3.0,c2022,0.0,82333.72,4989.0,102788.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
13588,4.0,c2071,28705.0,73017.05,8199.0,202709.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,1.0,3.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13589,5.0,c2047,11153.0,78732.39,2212.0,107562.0,ef501,"['set_vampire', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13590,1.0,c2101,17428.0,52360.94,4638.0,239614.0,ef507,"['set_speed', 'set_res']",0.0,1.0,0.0,1.0,6.0,6.0,dark,60.0,warrior,2,1.0,0.0
13591,2.0,c1121,9230.0,44536.98,0.0,156026.0,ef404,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
13592,3.0,c2132,2229.0,38405.85,0.0,103563.0,efh08,"['set_res', 'set_counter']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,manauser,2,0.0,0.0
13593,4.0,c2079,17610.0,75764.48,0.0,185145.0,efw31,"['set_res', 'set_cri_dmg']",0.0,0.0,1.0,4.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
13594,5.0,c4005,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,knight,2,0.0,1.0
13595,1.0,c4004,3692.0,45786.84,29935.0,161890.0,efk04,"['set_max_hp', 'set_speed']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13596,2.0,c6062,1298.0,16888.1,0.0,93163.0,efm11,"['set_speed', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13597,3.0,c2071,15311.0,74703.24,5630.0,95644.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13598,4.0,c2022,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,1,0.0,1.0
13599,5.0,c2109,37057.0,19623.42,0.0,136656.0,efk02,"['set_counter', 'set_immune']",0.0,0.0,1.0,4.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
13600,1.0,c1159,3957.0,55357.51,0.0,93800.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
13601,2.0,c2101,35091.0,25662.31,5012.0,124391.0,ef507,"['set_res', 'set_speed']",0.0,1.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
13602,3.0,c6062,2545.0,0.0,0.0,61170.0,efm03,"['set_speed', 'set_immune']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13603,4.0,c2050,16665.0,28137.88,0.0,48251.0,efm03,"['set_speed', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,mage,1,0.0,0.0
13604,5.0,c2089,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,warrior,1,0.0,1.0
13605,1.0,c4004,5884.0,26643.01,8907.0,95023.0,efk04,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,1.0,0.0
13606,2.0,c1144,17772.0,31444.68,115.0,78562.0,efw12,"['set_immune', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
13607,3.0,c2022,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,2,0.0,1.0
13608,4.0,c2109,20695.0,61894.32,0.0,102076.0,efk02,"['set_counter', 'set_immune']",0.0,1.0,0.0,4.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
13609,5.0,c2071,0.0,70231.18,0.0,70231.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
13610,1.0,c1159,2504.0,32958.15,0.0,39990.0,efw35,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
13611,2.0,c2089,1874.0,0.0,0.0,44898.0,ef427,"['set_speed', 'set_immune']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
13612,3.0,c1148,2664.0,0.0,0.0,31346.0,efa22,"['set_counter', 'set_torrent']",0.0,0.0,1.0,3.0,6.0,6.0,ice,60.0,assassin,1,0.0,0.0
13613,4.0,c2099,28557.0,6923.6,0.0,70956.0,efm03,"['set_speed', 'set_torrent']",0.0,1.0,1.0,4.0,6.0,6.0,light,60.0,mage,1,0.0,0.0
13614,5.0,c1121,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,warrior,1,0.0,1.0
